report_noise_or_smell,Mobilku bunyi aneh banget dari mesin pas lagi jalan.  
report_noise_or_smell,Motor gue ngeluarin bunyi ketuk-ketuk dari knalpot.  
report_noise_or_smell,AC mobilku bau apek parah tiap dinyalain.  
report_noise_or_smell,Ban motorku bunyi krek-krek pas belok kiri.  
report_noise_or_smell,Mesin mobilku ngorok kaya orang tidur pas idle.  
report_noise_or_smell,Knalpot motorku keluar asap putih tebel banget.  
report_noise_or_smell,Rem mobilku berdecit keras pas ngerem mendadak.  
report_noise_or_smell,Lampu dashboard motorku nyala tanda check engine tiap pagi.  
report_noise_or_smell,Mobilku bunyi gluduk-gluduk dari bawah pas lelet jalannya.  
report_noise_or_smell,Rantai motor gue bunyi kletak-kletak pas digas.  
report_noise_or_smell,AC mobilku berisik banget kaya ada yang longgar.  
report_noise_or_smell,Ban mobilku decit pas jalan pelan di aspal basah.  
report_noise_or_smell,Mesin motorku bunyi tik-tik kecil pas distarter.  
report_noise_or_smell,Knalpot mobilku bunyi klotok-klotok pas gas dilepas.  
report_noise_or_smell,Rem motorku bunyi krek kaya kayu patah pas dipencet.  
report_noise_or_smell,Lampu depan mobilku bunyi tik keras pas dinyalain.  
report_noise_or_smell,Suspensi mobilku bunyi krek-krek pas lelet di jalan berlubang.  
report_noise_or_smell,Roda motorku bunyi ngiung-ngiung kaya bantalan rusak.  
report_noise_or_smell,AC motorku bau aneh kaya karet kebakar pas nyala.  
report_noise_or_smell,Ban motorku bunyi kletuk tiap lelet jalannya.  
report_noise_or_smell,Mesin mobilku bunyi ketuk keras pas nanjak di tanjakan.  
report_noise_or_smell,Knalpot motorku keluar asap hitam pekat pas digeber.  
report_noise_or_smell,Rem mobilku bunyi gesekan kaya besi ketemu besi.  
report_noise_or_smell,Lampu dashboard mobilku nyala tanda oli tiap mesin panas.  
report_noise_or_smell,Dashboard mobilku bunyi aneh kaya ada yang lelet gerak.  
report_noise_or_smell,Mesin motorku bunyi klotok-klotok pas pagi hari.  
report_noise_or_smell,AC mobilku bunyi klik-klik kecil pas dinyalain.  
report_noise_or_smell,Ban mobilku bunyi krek pas hujan deres banget.  
report_noise_or_smell,Mesin motorku ngorok pelan pas jalan di macet.  
report_noise_or_smell,Knalpot mobilku bunyi ngorok kaya orang sakit pas idle.  
report_noise_or_smell,Rem motorku bunyi krek-krek pas hujan deres.  
report_noise_or_smell,Lampu sein mobilku ga nyala sebelah pas dipencet.  
report_noise_or_smell,Roda mobilku bunyi kletuk-kletuk pas jalan cepet.  
report_noise_or_smell,Shockbreaker motorku bunyi aneh kaya besi ketabrak.  
report_noise_or_smell,AC motorku bau bensin menyengat pas nyala.  
report_noise_or_smell,Ban motorku decit-decit pas jalan di tikungan.  
report_noise_or_smell,Mesin mobilku bunyi ketuk pelan pas jalan santai.  
report_noise_or_smell,Knalpot motorku bunyi krek pas gas dipelintir keras.  
report_noise_or_smell,Rem mobilku bunyi krek pas lagi jalan pelan-pelan.  
report_noise_or_smell,Lampu dashboard motorku nyala tanda aki tiap malam.  
report_noise_or_smell,Mobilku bunyi gluduk dari ban pas lelet di polisi tidur.  
report_noise_or_smell,Rem motorku bunyi krek tiap dipake lama.  
report_noise_or_smell,AC mobilku bunyi berderit kaya pintu tua pas nyala.  
report_noise_or_smell,Ban mobilku bunyi kletuk-kletuk pas jalan jauh.  
report_noise_or_smell,Mesin motorku bunyi klak-klak pas digas pelan.  
report_noise_or_smell,Knalpot mobilku bunyi aneh kaya bocor pas jalan.  
report_noise_or_smell,Rem motorku bunyi gesekan kasar pas dipencet pelan.  
report_noise_or_smell,Lampu rem mobilku ga nyala pas pedal dipijet.  
report_noise_or_smell,Knalpot mobilku bunyi krek-krek pas mesin dingin.  
report_noise_or_smell,Karburator motorku bunyi ngorok kaya orang ngorok.  
report_noise_or_smell,AC motorku bau apek kaya kain basah pas nyala.  
report_noise_or_smell,Ban motorku bunyi krek tiap jalan jauh di tol.  
report_noise_or_smell,Mesin mobilku bunyi ngiung-ngiung pas cepet jalannya.  
report_noise_or_smell,Knalpot motorku keluar asap biru tipis pas pagi.  
report_noise_or_smell,Rem mobilku bunyi krek pas dipake di jalan turunan.  
report_noise_or_smell,Lampu dashboard mobilku nyala tanda suhu mesin naik.  
report_noise_or_smell,Suspensi mobilku bunyi aneh pas lelet di jalan rusak.  
report_noise_or_smell,Roda motorku bunyi kletuk tiap lelet jalannya.  
report_noise_or_smell,AC mobilku bunyi pelan pas dimatiin tiba-tiba.  
